,OCC_CLS,PRIM_OCC,SEC_OCC,PROP_ADDR,SQFEET,CENSUSCODE,geometry
6,Unclassified,Unclassified,,82 ROCKCASTLE ROAD,3955.722,21159950202,POINT (5847073.21913842 3855997.9784151935)
7,Residential,Single Family Dwelling,,1165 TRACE FORK,988.9326,21159950202,POINT (5824108.829004355 3839669.5470703)
8,Residential,Manufactured Home,,154 SPLIT ROCK HOLLOW,1483.404,21159950201,POINT (5854025.577404274 3843841.714551373)
9,Residential,Unclassified,,62 KIRK PLAZA,2521.786,21159950202,POINT (5846832.282357109 3846806.721231566)
10,Residential,Single Family Dwelling,,2111 ROCKCASTLE ROAD,527.4334,21159950202,POINT (5843295.660313644 3864081.482556582)
11,Commercial,Retail Trade,,108 QUAIL HOLLOW,3560.148,21159950202,POINT (5846624.236965601 3856928.9437614377)
12,Residential,Single Family Dwelling,,2351 COLDWATER ROAD,3131.62,21159950201,POINT (5858690.422416043 3841151.47012382)
13,Residential,Single Family Dwelling,,409 BIG ELK ROAD,1648.207,21159950100,POINT (5876352.445386549 3847826.6114887223)
14,Residential,Manufactured Home,,28 HARLESS ROAD,1335.069,21159950202,POINT (5817058.997293475 3850618.6642983104)
16,Residential,Single Family Dwelling,,239 MURRAY ROAD,593.3635,21159950201,POINT (5850870.823290804 3851770.8869202905)
17,Residential,Single Family Dwelling,,66 MUSIC LANE,4384.271,21159950100,POINT (5868362.57211605 3864858.0626586434)
19,Residential,Single Family Dwelling,,264 ROCKHOUSE MILLS ROAD,3164.583,21159950202,POINT (5828952.119812561 3850383.227502885)
20,Residential,Single Family Dwelling,,7403 TOMAHAWK ROAD,1780.07,21159950202,POINT (5816435.175466063 3849960.432511409)
21,Unclassified,Unclassified,,503 TOMAHAWK ROAD,1582.285,21159950202,POINT (5840259.138174528 3855813.584831618)
23,Residential,Unclassified,,22 ALLEY DRIVE,1318.593,21159950100,POINT (5879849.487118587 3863663.8443968827)
24,Residential,Unclassified,,47 ARLEN LANE,1582.299,21159950202,POINT (5851451.300705743 3856169.0159380017)
25,Residential,Unclassified,,2540 TURKEY CREEK,1384.512,21159950100,POINT (5858523.161552869 3862899.695596988)
26,Residential,Single Family Dwelling,,4453 HODE ROAD,791.1476,21159950100,POINT (5879502.327563047 3863641.555059689)
27,Residential,Single Family Dwelling,,2513 BIG ELK ROAD,1120.791,21159950100,POINT (5874027.675295259 3856952.920173423)
28,Residential,Manufactured Home,,103 CRUM BRANCH,1780.073,21159950201,POINT (5844815.613653852 3840354.898043653)
29,Residential,Single Family Dwelling,,264 ROCKHOUSE MILLS ROAD,2999.765,21159950202,POINT (5828876.454423415 3850326.5503044873)
31,Unclassified,Unclassified,,114 BECCA LIZ LANE,7532.384,21159950201,POINT (5852897.771563339 3851142.0603139545)
32,Residential,Manufactured Home,,432 ROCKHOUSE MILLS ROAD,461.5121,21159950202,POINT (5827831.875977982 3850315.114065442)
33,Education,Pre-K - 12 Schools,,1830 BLACKLOG ROAD,2637.142,21159950201,POINT (5854396.6621381575 3851193.715273799)
34,Residential,Single Family Dwelling,,193 DEBORD ROAD,1153.751,21159950201,POINT (5844599.351914587 3840704.834101486)
35,Residential,Single Family Dwelling,,130 FLAT HOLLOW,1285.63,21159950202,POINT (5853039.087633171 3857215.4246621993)
36,Residential,Single Family Dwelling,,83 SHIRLEY MOORE LANE,6559.925,21159950202,POINT (5831443.691573463 3856433.3765075095)
37,Unclassified,Unclassified,,1239 CALLOWAY ROAD,1186.703,21159950202,POINT (5831995.68768796 3863795.844747812)
38,Residential,Single Family Dwelling,,103 KENNEY DRIVE,791.1462,21159950202,POINT (5836162.451364491 3863921.787085233)
39,Residential,Manufactured Home,,3358 ROCKHOUSE ROAD,1071.35,21159950202,POINT (5830566.423736514 3840231.217168626)
40,Residential,Single Family Dwelling,,3310 TOMAHAWK ROAD,1318.575,21159950202,POINT (5832803.471980334 3856524.6338650202)
41,Residential,Single Family Dwelling,,97 HALE AVENUE,5257.827,21159950100,POINT (5888361.328916592 3842183.6671607294)
42,Residential,Manufactured Home,,13 DAVIS ROAD,923.0023,21159950202,POINT (5819999.520080926 3850784.5015355693)
43,Residential,Single Family Dwelling,,158 HARDINVILLE ROAD,1582.293,21159950201,POINT (5852991.090595347 3851903.8222523057)
44,Residential,Single Family Dwelling,,63 HARDINVILLE ROAD,1977.867,21159950201,POINT (5852879.3426394975 3851904.5426809588)
45,Residential,Single Family Dwelling,,155 WILDFLOWER DRIVE,1730.636,21159950202,POINT (5846631.220316335 3851678.893606245)
46,Residential,Unclassified,,160 KENNEY DRIVE,1582.294,21159950202,POINT (5835810.922932075 3863894.406919535)
47,Unclassified,Unclassified,,100 BILL HAMMONDS ROAD,1186.718,21159950202,POINT (5859541.278533956 3864717.1740108114)
48,Residential,Single Family Dwelling,,52 LITTLE MUD LICK ROAD,988.9328,21159950100,POINT (5862046.427215557 3864793.6469022306)
49,Residential,Single Family Dwelling,,704 COLDWATER ROAD,2538.277,21159950201,POINT (5854274.296131918 3847086.986622922)
50,Residential,Manufactured Home,,66 CASSELL BRANCH,2225.093,21159950202,POINT (5844439.513419971 3864167.3906445224)
51,Unclassified,Unclassified,,123 FIREHOUSE LANE,1582.289,21159950100,POINT (5882495.875325319 3848070.017424587)
52,Unclassified,Unclassified,,3350 TURKEY CREEK,1582.293,21159950100,POINT (5861471.595763871 3864755.316365026)
55,Unclassified,Unclassified,,1246 CALLOWAY ROAD,18212.86,21159950202,POINT (5832435.463573229 3863626.2314839493)
56,Unclassified,Unclassified,,1128 NEW ROUTE 3,2373.441,21159950202,POINT (5845234.602460701 3843539.6110117757)
57,Residential,Single Family Dwelling,,3216 BLACKLOG ROAD,5010.597,21159950201,POINT (5859830.9631725615 3847251.024428086)
58,Unclassified,Unclassified,,3200 TURKEY CREEK,593.3608,21159950100,POINT (5860850.503915436 3864712.4460178963)
59,Residential,Manufactured Home,,205 MARCUM HOLLOW,791.1414,21159950100,POINT (5877893.74568193 3841859.7270659823)
60,Residential,Single Family Dwelling,,112 HEWITT AVENUE,725.2245,21159950100,POINT (5888617.59219398 3842246.1301290793)
61,Residential,Manufactured Home,,50 TOMMY FLETCHER ROAD,1483.401,21159950100,POINT (5876546.378039785 3844627.267640238)
63,Residential,Single Family Dwelling,,294 UPPER WOLF BRANCH,2966.789,21159950202,POINT (5831659.961124627 3851146.6794867716)
64,Residential,Single Family Dwelling,,69 HARDINVILLE ROAD,2521.778,21159950201,POINT (5852900.458496735 3851857.855388958)
65,Unclassified,Unclassified,,4887 HODE ROAD,2472.351,21159950100,POINT (5877828.6492025675 3865291.6849558535)
66,Unclassified,Unclassified,,3400 TURKEY CREEK,1186.723,21159950100,POINT (5861586.7591021685 3864733.689493436)
67,Residential,Manufactured Home,,66 CASSELL BRANCH,593.3682,21159950202,POINT (5844506.871250313 3864139.6328964303)
68,Unclassified,Unclassified,,1237 CALLOWAY ROAD,4746.888,21159950202,POINT (5832033.957267366 3863679.782102689)
69,Residential,Single Family Dwelling,,119 LITTLE MUD LICK ROAD,1054.859,21159950100,POINT (5862421.717769287 3864744.319741553)
70,Residential,Single Family Dwelling,,352 MOORE BRANCH,4944.669,21159950201,POINT (5854735.58998456 3843821.7905824683)
71,Residential,Unclassified,,127 KENNEY DRIVE,2472.342,21159950202,POINT (5836134.97083685 3863805.940861672)
72,Residential,Unclassified,,2302 COLDWATER ROAD,2966.796,21159950201,POINT (5858030.785555391 3841141.151097727)
73,Residential,Unclassified,,86 BILL HAMMONDS ROAD,1813.04,21159950202,POINT (5859595.587401448 3864619.95817038)
75,Commercial,Retail Trade,,1456 EAST MAIN STREET,3164.589,21159950201,POINT (5852634.258742907 3852424.564863139)
76,Residential,Single Family Dwelling,,2111 ROCKCASTLE ROAD,4087.614,21159950202,POINT (5843239.069285921 3864035.9797458965)
77,Unclassified,Unclassified,,56 MUSIC LANE,1054.855,21159950100,POINT (5868311.71227436 3864924.498920077)
79,Residential,Single Family Dwelling,,515 POPLAR FORK,1714.158,21159950100,POINT (5873818.47302535 3847737.747807119)
80,Residential,Single Family Dwelling,,1569 SALTWELL ROAD,494.4639,21159950202,POINT (5838188.090355932 3846518.5565869682)
81,Residential,Single Family Dwelling,,155 WILDFLOWER DRIVE,5109.509,21159950202,POINT (5846618.43217376 3851604.3766916487)
82,Residential,Unclassified,,3200 TURKEY CREEK,1153.751,21159950100,POINT (5860712.036764333 3864655.337091329)
83,Unclassified,Unclassified,,3200 TURKEY CREEK,593.3609,21159950100,POINT (5860826.442579195 3864655.510525009)
85,Residential,Manufactured Home,,774 COLLINS CREEK,2769.021,21159950100,POINT (5882240.979958627 3844795.9496929483)
86,Residential,Manufactured Home,,51 OSENDOTT LANE,3296.465,21159950100,POINT (5865677.995741895 3844187.4444424673)
87,Unclassified,Unclassified,,3188 TURKEY CREEK,461.5025,21159950100,POINT (5860473.450478366 3864617.7562721525)
88,Residential,Unclassified,,282 DEBORD ROAD,1846.024,21159950201,POINT (5844179.4872395955 3840655.1556943394)
89,Residential,Unclassified,,17 BIG MUD LICK ROAD,2637.154,21159950100,POINT (5861874.879152747 3864614.658189667)
90,Residential,Single Family Dwelling,,463 PREECE HILL,2769.014,21159950201,POINT (5862840.527882478 3841283.785222425)
91,Unclassified,Unclassified,,2302 COLDWATER ROAD,527.4305,21159950201,POINT (5857909.794049793 3841123.2624655375)
93,Residential,Manufactured Home,,77 SWEETWATER ROAD,1318.587,21159950100,POINT (5866675.589029214 3844219.8948845803)
94,Residential,Single Family Dwelling,,57 YOUNG ESTATE,1928.43,21159950201,POINT (5853724.059979757 3847023.3772419374)
95,Residential,Manufactured Home,,94 FLAT HOLLOW,922.9997,21159950202,POINT (5853169.747780413 3857108.0640422776)
96,Residential,Single Family Dwelling,,457 UPPER ALPHA BRANCH,1384.502,21159950202,POINT (5839765.015576821 3863822.327460436)
97,Unclassified,Unclassified,,1010 WEST MAIN STREET,593.3592,21159950202,POINT (5843781.349764172 3856784.565846423)
98,Residential,Single Family Dwelling,,765 SOUTH MILO ROAD,4252.429,21159950202,POINT (5835653.509955222 3863654.4360009828)
0,Unclassified,Unclassified,,131 HELLEN MILLS ROAD,791.1437,21159950202,POINT (5858231.832029758 3862963.2641995037)
2,Education,Pre-K - 12 Schools,,1830 BLACKLOG ROAD,593.3683,21159950201,POINT (5854180.808045621 3851265.6591546345)
4,Residential,Single Family Dwelling,,264 ROCKHOUSE MILLS ROAD,3444.79,21159950202,POINT (5829117.336429009 3850389.1829577805)
5,Commercial,Retail Trade,,8560 BEAUTY ROAD,1483.387,21159950100,POINT (5880378.825834092 3847395.3618636914)
6,Residential,Single Family Dwelling,,12 LAZY LANE,1648.23,21159950201,POINT (5855012.5827793935 3846505.1352137434)
7,Residential,Single Family Dwelling,,79 JAY HINKLE DRIVE,1977.865,21159950100,POINT (5873639.580444977 3847160.630375407)
8,Commercial,Personal and Repair Services,,3429 BLACKLOG ROAD,3955.745,21159950100,POINT (5860771.379836169 3846690.285906287)
9,Unclassified,Unclassified,,4950 BLACKLOG ROAD,3131.635,21159950201,POINT (5866562.338040287 3843701.4978230773)
10,Residential,Single Family Dwelling,,1086 CAMP BRANCH,1186.713,21159950201,POINT (5850943.44110562 3843169.7633019066)
11,Residential,Single Family Dwelling,,1847 ROCKCASTLE ROAD,4845.821,21159950202,POINT (5843092.408430671 3862396.0602880954)
12,Residential,Single Family Dwelling,,56 HALE AVENUE,2109.711,21159950100,POINT (5888519.236322578 3841926.739093585)
13,Residential,Multi - Family Dwelling,,62 MAUDE ROAD,527.4271,21159950202,POINT (5851914.338621412 3856242.2732748855)
14,Residential,Single Family Dwelling,,4453 HODE ROAD,2637.154,21159950100,POINT (5879370.265664967 3863730.145367571)
15,Residential,Single Family Dwelling,,1865 ROCKCASTLE ROAD,791.1516,21159950202,POINT (5843049.422376472 3862480.6449638237)
16,Residential,Unclassified,,4400 HODE ROAD,2801.995,21159950100,POINT (5879670.311107972 3863753.0701908744)
17,Residential,Unclassified,,131 HELLEN MILLS ROAD,1681.191,21159950202,POINT (5858279.773683382 3863002.9450181825)
18,Residential,Single Family Dwelling,,1085 RIVER FRONT ROAD,692.2542,21159950100,POINT (5886514.087049217 3844431.376475926)
20,Residential,Single Family Dwelling,,53 HALE AVENUE,2109.732,21159950100,POINT (5888370.500250678 3841914.8100052085)
21,Residential,Unclassified,,960 CALLOWAY ROAD,1977.875,21159950202,POINT (5829857.17690423 3862039.962980107)
22,Residential,Manufactured Home,,305 WOOTEN ROAD,4351.321,21159950202,POINT (5824373.455944279 3850231.314535173)
23,Residential,Single Family Dwelling,,2044 ROCKHOUSE ROAD,1846.005,21159950202,POINT (5829486.780927426 3845650.915011039)
24,Commercial,Entertainment and Recreation,,9088 BEAUTY ROAD,1780.082,21159950100,POINT (5882876.8798261685 3847505.399004018)
25,Residential,Single Family Dwelling,,1085 RIVER FRONT ROAD,659.2977,21159950100,POINT (5886562.459259985 3844441.6884750943)
26,Commercial,Retail Trade,,50 BOARD WALK,1318.583,21159950202,POINT (5846496.850554678 3856049.0689330027)
27,Unclassified,Unclassified,,527 SOUTH MILO ROAD,988.9211,21159950202,POINT (5835816.312250823 3862263.736319075)
28,Residential,Single Family Dwelling,,62 PANHEAD DRIVE,593.3588,21159950100,POINT (5853448.664607775 3856298.5072611044)
29,Unclassified,Unclassified,,94 ROCKCASTLE ROAD,791.1423,21159950202,POINT (5847074.027406769 3856074.6485876325)
30,Residential,Multi - Family Dwelling,,62 MAUDE ROAD,34085.29,21159950202,POINT (5851989.448317671 3856180.8740979843)
31,Unclassified,Unclassified,,960 CALLOWAY ROAD,527.4307,21159950202,POINT (5829812.1019453015 3862069.3422865407)
32,Residential,Single Family Dwelling,,55 MAUDE ROAD,1714.153,21159950202,POINT (5851649.63291097 3856238.4198307074)
33,Residential,Single Family Dwelling,,8549 BEAUTY ROAD,1714.15,21159950100,POINT (5880252.698017867 3847443.152762239)
35,Residential,Single Family Dwelling,,2513 BIG ELK ROAD,593.3637,21159950100,POINT (5873836.339663024 3857025.168912775)
36,Commercial,Entertainment and Recreation,,9098 BEAUTY ROAD,1582.308,21159950100,POINT (5882893.920074766 3847540.6381365745)
37,Residential,Single Family Dwelling,,7496 BEAUTY ROAD,1186.726,21159950100,POINT (5876847.328514245 3844101.3631736706)
38,Residential,Single Family Dwelling,,20 VIRGINIA STREET,1186.728,21159950100,POINT (5886340.993472798 3844444.8980715238)
39,Residential,Unclassified,,4130 BLACKLOG ROAD,395.58,21159950201,POINT (5862588.369726138 3843613.665503363)
40,Residential,Unclassified,,4130 BLACKLOG ROAD,2373.435,21159950201,POINT (5862653.615556971 3843605.9067917666)
41,Residential,Single Family Dwelling,,36 LOWER SALTWELL ROAD,4483.163,21159950202,POINT (5845970.505968531 3850999.43157848)
42,Unclassified,Unclassified,,850 COLDWATER ROAD,6922.552,21159950201,POINT (5854864.343835698 3846530.574571293)
43,Unclassified,Unclassified,,88 ROCKCASTLE ROAD,1829.528,21159950202,POINT (5847186.694634387 3856080.181523364)
44,Residential,Single Family Dwelling,,56 FIELDS CEMETERY ROAD,1846.019,21159950100,POINT (5856581.885969984 3851400.3024214515)
45,Residential,Unclassified,,20 DEMPSEY HOUSING CIRCLE,3955.761,21159950100,POINT (5883429.039997717 3852342.032423573)
46,Residential,Manufactured Home,,1132 CAMP BRANCH,2241.581,21159950201,POINT (5850525.287366482 3843186.3146586916)
47,Residential,Single Family Dwelling,,4888 BLACKLOG ROAD,692.254,21159950201,POINT (5866290.069680949 3843757.440006232)
48,Unclassified,Unclassified,,24 CREEKWOOD ESTATES,2373.461,21159950201,POINT (5858335.509175112 3840869.2228613566)
49,Residential,Single Family Dwelling,,63 ARLEN LANE,2142.702,21159950202,POINT (5851477.550417794 3856249.304369627)
50,Residential,Single Family Dwelling,,145 CRUM BRANCH,1186.722,21159950201,POINT (5844962.098465202 3840416.995728239)
51,Residential,Unclassified,,6717 BEAUTY ROAD,1582.29,21159950100,POINT (5874844.73244837 3841467.1647292166)
52,Commercial,Retail Trade,,94 BOARD WALK,5801.751,21159950202,POINT (5846187.663149552 3856056.689050342)
53,Residential,Single Family Dwelling,,2781 TURKEY CREEK,890.0485,21159950202,POINT (5859085.007095045 3863142.851316394)
54,Residential,Single Family Dwelling,,1879 ROCKCASTLE ROAD,3461.27,21159950202,POINT (5843014.982494602 3862558.2940250793)
55,Unclassified,Unclassified,,70 ESTEP LANE,1582.289,21159950202,POINT (5843658.628567205 3855986.4821130196)
56,Residential,Single Family Dwelling,,3768 TOMAHAWK ROAD,2109.743,21159950202,POINT (5831293.617899428 3855570.2740326454)
57,Residential,Single Family Dwelling,,330 LITTLE ROCKCASTLE ROAD,1648.213,21159950201,POINT (5868108.290583228 3841233.260858921)
58,Unclassified,Unclassified,,308 BIG MUD LICK ROAD,824.1059,21159950100,POINT (5862084.599779232 3863276.6379414364)
59,Commercial,Personal and Repair Services,,3756 TOMAHAWK ROAD,2356.971,21159950202,POINT (5831359.05368724 3855577.9213482835)
60,Residential,Single Family Dwelling,,69 JAY HINKLE DRIVE,1780.089,21159950100,POINT (5873629.385537921 3847225.6242948268)
62,Residential,Single Family Dwelling,,1901 ROCKCASTLE ROAD,2142.693,21159950202,POINT (5842988.252783403 3862645.6514952076)
63,Residential,Manufactured Home,,307 WILDCAT BRANCH,1120.792,21159950202,POINT (5824682.286712162 3847876.1555017326)
64,Residential,Manufactured Home,,323 COLDWATER ROAD,1582.298,21159950201,POINT (5854166.268190228 3848889.0525155594)
65,Residential,Single Family Dwelling,,51 LEON BUSKIRK ROAD,2966.812,21159950201,POINT (5847659.984469222 3848655.2351450357)
66,Residential,Single Family Dwelling,,317 COLDWATER ROAD,1714.142,21159950201,POINT (5854065.078456734 3848884.96925572)
67,Residential,Manufactured Home,,28 MOORE BRANCH,1186.728,21159950201,POINT (5855190.944424558 3845142.3832422383)
68,Residential,Single Family Dwelling,,21 SPENCE MOUNT,1977.879,21159950202,POINT (5845633.429306917 3873352.598754426)
69,Commercial,Retail Trade,,50 BOARD WALK,6889.586,21159950202,POINT (5846405.505741913 3856077.2990367454)
70,Residential,Single Family Dwelling,,2057 POPLAR FORK,527.433,21159950100,POINT (5869060.567493321 3851893.99154938)
71,Residential,Single Family Dwelling,,2513 BIG ELK ROAD,1318.578,21159950100,POINT (5873803.302915608 3857064.253999053)
72,Residential,Single Family Dwelling,,131 CARTER BRANCH,791.1435,21159950201,POINT (5855023.609812002 3848960.482179937)
73,Residential,Multi - Family Dwelling,,1504 POPLAR FORK,1846.015,21159950100,POINT (5870089.053327149 3849471.762863646)
