PROP_ADDR,OCC_CLS,PRIM_OCC,SEC_OCC,SQFEET,CENSUSCODE,geometry
427 KED FLETCHER ROAD,Residential,Single Family Dwelling,,2472.344,21159950100,POINT (5875857.243925703 3829983.894135774)
4271 TOMAHAWK ROAD,Residential,Single Family Dwelling,,1252.66,21159950202,POINT (5829470.32906697 3854813.2434281064)
4276 BLACKLOG ROAD,Residential,Single Family Dwelling,,5340.251,21159950201,POINT (5863298.12905435 3843200.129505573)
428 COLLINS CREEK,Residential,Single Family Dwelling,,1846.029,21159950100,POINT (5883454.319681774 3845958.550096199)
428 EAST MAIN STREET,Commercial,Retail Trade,,3955.737,21159950201,POINT (5850005.787299585 3855600.9551229626)
4284 NORTH MILO ROAD,Residential,Single Family Dwelling,,988.9326,21159950202,POINT (5839644.172569143 3874052.3327596933)
4289 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,2109.721,21159950202,POINT (5844442.030664825 3871791.826832346)
429 FLAT HOLLOW,Residential,Single Family Dwelling,,2356.96,21159950202,POINT (5851894.255831402 3858710.92578763)
429 HALLS BRANCH,Residential,Single Family Dwelling,,5785.273999999999,21159950202,POINT (5831330.269940049 3859064.0148566915)
429 MOLLETT BRANCH,Unclassified,Unclassified,,527.4304,21159950202,POINT (5827193.941554799 3845422.152205963)
429 ROCKY TOP HILL,Residential,Single Family Dwelling,,3790.932,21159950202,POINT (5849124.209364928 3883903.2888678354)
4290 HODE ROAD,Residential,Unclassified,,2769.026,21159950100,POINT (5880135.223839454 3863422.3542206613)
4291 NORTH MILO ROAD,Residential,Unclassified,,1780.086,21159950202,POINT (5839736.957178269 3874189.277329645)
4292 PIGEON ROOST ROAD,Residential,Single Family Dwelling,,4483.1357,21159950300,POINT (5878278.198500019 3807512.205276162)
4294 NORTH MILO ROAD,Residential,Single Family Dwelling,,659.2863,21159950202,POINT (5839676.526173454 3874037.9279883457)
4296 ROCKCASTLE ROAD,Residential,Manufactured Home,,1714.153,21159950202,POINT (5844414.861846367 3872063.4497118946)
4298 SOUTH WOLF CREEK,Residential,Single Family Dwelling,,2801.9761,21159950201,POINT (5861652.761800627 3816299.8810075945)
43 BRUCE CARTER LANE,Residential,Single Family Dwelling,,4944.6954,21159950202,POINT (5827685.852771281 3833538.3036729437)
43 CASSADY AVENUE,Residential,Single Family Dwelling,,2142.699,21159950201,POINT (5850445.299820701 3855323.6031419737)
43 ED MOORE LANE,Residential,Manufactured Home,,7845.527,21159950201,POINT (5847191.577781246 3837015.327299505)
43 ENTERPRISE DRIVE,Residential,Single Family Dwelling,,9065.225,21159950201,POINT (5816093.291261473 3812497.0225560637)
43 ESTIL PENIX DRIVE,Residential,Single Family Dwelling,,2966.796,21159950202,POINT (5826887.727711401 3841461.620873903)
43 GREEN BOTTOM,Residential,Single Family Dwelling,,1483.405,21159950202,POINT (5844861.971552793 3855480.9514197577)
43 GROUNDHOG ROAD,Residential,Single Family Dwelling,,1582.296,21159950100,POINT (5882266.711246028 3847027.3391008093)
43 JACKSON ROAD,Residential,Manufactured Home,,988.9445,21159950202,POINT (5834595.628061661 3828086.927095323)
43 JAKES PLACE,Residential,Manufactured Home,,3955.748,21159950100,POINT (5867280.129380672 3860000.0415193234)
43 JONES FORK,Residential,Unclassified,,2373.445,21159950201,POINT (5841120.114336299 3834168.4094774057)
43 LOWER CARTER BRANCH,Residential,Single Family Dwelling,,2076.782,21159950201,POINT (5853832.034246568 3848970.1192412637)
43 MAPLE DRIVE,Residential,Single Family Dwelling,,4219.457,21159950100,POINT (5887169.0192910405 3843805.1581215896)
43 OLE BLUE DRIVE,Residential,Single Family Dwelling,,3724.966,21159950201,POINT (5843139.772549012 3840237.76006322)
43 PENIX DRIVE,Residential,Single Family Dwelling,,2109.729,21159950202,POINT (5846912.207225677 3855364.151785212)
43 PONDEROSA DRIVE,Residential,Single Family Dwelling,,5636.9085,21159950202,POINT (5830566.533711917 3838140.107753159)
43 ROBINSON TRAILER PARK,Commercial,Retail Trade,,659.2923,21159950202,POINT (5846574.549845496 3856506.18612924)
43 SHIRLEY JOHNSON MOORE ROAD,Residential,Single Family Dwelling,,3856.834,21159950202,POINT (5833745.030998855 3874674.911922991)
43 VIRGIL MOORE ROAD,Residential,Manufactured Home,,1565.784,21159950202,POINT (5856004.805946599 3882254.7441625674)
43 WARREN G JUDE ROAD,Residential,Unclassified,,1714.155,21159950300,POINT (5872159.122788923 3824474.16628066)
430 DAVELLA ROAD,Residential,Manufactured Home,,4219.447,21159950202,POINT (5836931.913956934 3829806.2633029995)
430 OLD MIDDLE FORK,Residential,Single Family Dwelling,,9328.947,21159950202,POINT (5847081.441347747 3853078.4549220838)
4309 TOMAHAWK ROAD,Residential,Single Family Dwelling,,2637.145,21159950202,POINT (5829319.809451659 3854712.266996831)
431 SETSER BRANCH,Unclassified,Unclassified,,791.1448,21159950202,POINT (5831120.708473434 3828254.265280755)
4312 RIVER FRONT ROAD,Residential,Manufactured Home,,2472.3212,21159950100,POINT (5893269.636681717 3837584.2409120235)
4315 BLACKLOG ROAD,Unclassified,Unclassified,,3461.26,21159950100,POINT (5863614.276707545 3843334.3504699958)
4318 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,1450.439,21159950202,POINT (5844365.1688137315 3872116.5831213277)
4319 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,1186.728,21159950202,POINT (5844202.510944961 3872038.1005759332)
432 BIG BRANCH,Residential,Manufactured Home,,2505.29,21159950100,POINT (5879396.133444428 3833074.504476822)
432 ROCKHOUSE MILLS ROAD,Residential,Manufactured Home,,1780.1010999999999,21159950202,POINT (5827858.7593067745 3850196.996573636)
432 WEST EDEN LANE,Residential,Manufactured Home,,2109.738,21159950202,POINT (5841028.219410164 3859209.698120322)
4320 BUFFALO HORN ROAD,Unclassified,Unclassified,,2769.025,21159950202,POINT (5852336.3598378785 3885599.5382002387)
4321 HODE ROAD,Residential,Manufactured Home,,4054.612,21159950100,POINT (5879776.739152105 3863356.9460600945)
4326 NORTH MILO ROAD,Residential,Single Family Dwelling,,1878.98,21159950202,POINT (5839838.803263655 3873965.3652039687)
4327 NORTH WOLF CREEK,Residential,Single Family Dwelling,,2769.005,21159950100,POINT (5883548.763355471 3837811.922325121)
433 LITTLE LAUREL CREEK,Residential,Manufactured Home,,1582.295,21159950202,POINT (5844040.053342527 3884269.6373296385)
4335 TOMAHAWK ROAD,Residential,Manufactured Home,,3395.353,21159950202,POINT (5829215.556345353 3854771.7409204324)
4336 BIG ELK ROAD,Unclassified,Unclassified,,5538.041,21159950100,POINT (5869025.23203221 3864494.4670402845)
4338 ROCKHOUSE ROAD,Residential,Manufactured Home,,2505.3009,21159950202,POINT (5831140.81207596 3835749.1020845054)
434 DEMPSEY HOUSING STREET,Residential,Unclassified,,4351.272,21159950100,POINT (5882020.658273121 3853222.4742640555)
434 MOORE BRANCH,Residential,Single Family Dwelling,,1384.507,21159950201,POINT (5854629.699261773 3843293.8015633225)
434 PETER CAVE BRANCH,Residential,Manufactured Home,,2373.451,21159950202,POINT (5850060.716949975 3877985.172438858)
434 PHOEBE TRACE,Residential,Single Family Dwelling,,2472.3423,21159950100,POINT (5873592.284800639 3839470.2655908633)
4341 TOMAHAWK ROAD,Residential,Manufactured Home,,1582.293,21159950202,POINT (5829226.943492098 3854723.0515720365)
4347 TOMAHAWK ROAD,Residential,Manufactured Home,,1681.192,21159950202,POINT (5829105.448613368 3854699.127710289)
4351 NORTH MILO ROAD,Residential,Single Family Dwelling,,2769.007,21159950202,POINT (5840145.488229537 3874316.1558354157)
4352 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,2307.5185,21159950202,POINT (5844300.594393687 3872074.9327282747)
436 ORVILLE ROAD,Residential,Manufactured Home,,791.1459,21159950202,POINT (5817259.567031069 3848299.4355752175)
4360 NEW ROUTE 3,Residential,Manufactured Home,,1087.826,21159950202,POINT (5839210.369726623 3829909.1755988537)
4364 RIVER FRONT ROAD,Residential,Manufactured Home,,1648.2242,21159950100,POINT (5893429.9577172985 3837288.899067178)
4365 NEW ROUTE 3,Residential,Single Family Dwelling,,1582.29,21159950201,POINT (5839421.711588607 3829528.820501559)
4365 ROCKHOUSE ROAD,Residential,Single Family Dwelling,,4235.9196,21159950202,POINT (5831027.285617319 3835539.287700445)
4365 TUG RIVER ROAD,Residential,Single Family Dwelling,,4351.3178,21159950202,POINT (5856878.42348923 3879265.3223103723)
4366 NEW ROUTE 3,Residential,Manufactured Home,,1384.512,21159950202,POINT (5839148.859281366 3829683.788889492)
4368 ROCKHOUSE ROAD,Residential,Unclassified,,1285.618,21159950202,POINT (5830985.675390328 3835779.4589891527)
4372 PIGEON ROOST ROAD,Residential,Single Family Dwelling,,1977.868,21159950300,POINT (5878267.992195767 3807416.4335256615)
4373 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,1780.079,21159950202,POINT (5844033.39374675 3872182.0863072597)
438 MOORE BRANCH,Residential,Single Family Dwelling,,2472.326,21159950201,POINT (5854570.269152928 3843069.334402313)
4380 NEW ROUTE 3,Residential,Single Family Dwelling,,3955.755,21159950202,POINT (5838958.239997909 3829420.4328515874)
4385 NORTH WOLF CREEK,Residential,Unclassified,,2472.32,21159950100,POINT (5884081.122385943 3838136.085416293)
4386 HIGHWAY 645,Residential,Manufactured Home,,18212.906499999997,21159950202,POINT (5842601.03857875 3857826.5891483347)
439 SALTWELL ROAD,Residential,Single Family Dwelling,,4746.899,21159950202,POINT (5844357.403812333 3847945.5319929332)
439 SPENCE BRANCH,Residential,Single Family Dwelling,,1582.296,21159950202,POINT (5834092.155611213 3874191.509172038)
439 VENTERS BRANCH,Residential,Single Family Dwelling,,1186.732,21159950201,POINT (5843185.859752047 3833623.2568000806)
4395 NEW ROUTE 3,Residential,Single Family Dwelling,,3428.314,21159950201,POINT (5839362.32322895 3829443.133743842)
4397 NORTH MILO ROAD,Residential,Unclassified,,2422.883,21159950202,POINT (5840217.897772124 3873904.1818514965)
44 CAKE LANE,Residential,Single Family Dwelling,,1846.035,21159950201,POINT (5853841.512394026 3847431.926104884)
44 CALF CREEK,Residential,Single Family Dwelling,,923.0032,21159950202,POINT (5859718.891732009 3876043.2516608257)
44 CLINE COMPLEX ROAD,Commercial,Retail Trade,,1186.73,21159950201,POINT (5847914.896029248 3848583.54916337)
44 ESTIL PENIX DRIVE,Residential,Single Family Dwelling,,4845.776,21159950202,POINT (5826655.189732684 3841614.963819149)
44 FIELDS TRAILER COURT,Residential,Unclassified,,1054.846,21159950202,POINT (5832954.1376260985 3858746.946829601)
44 GORDON MAYNARD ROAD,Residential,Manufactured Home,,4615.066,21159950202,POINT (5845118.63300712 3874463.2402396966)
44 HALE AVENUE,Residential,Single Family Dwelling,,1582.294,21159950100,POINT (5888501.277121926 3841867.496475247)
44 JAY HALL DRIVE,Residential,Manufactured Home,,2307.53,21159950202,POINT (5825881.906601612 3841383.435374196)
44 JEAN COPELAND LANE,Residential,Single Family Dwelling,,1318.584,21159950202,POINT (5836500.233172753 3874167.538712823)
44 KYLA LANE,Residential,Single Family Dwelling,,1054.849,21159950201,POINT (5852545.83401455 3852706.6857878016)
44 LOWER SALTWELL ROAD,Residential,Single Family Dwelling,,4911.711,21159950202,POINT (5845727.305032986 3850673.565400298)
44 MEADOW LARK LANE,Residential,Temporary Lodging,,1714.144,21159950202,POINT (5863435.62981915 3876624.0696028564)
44 MIKE CHAPMAN LANE,Residential,Single Family Dwelling,,3296.4691000000003,21159950201,POINT (5858084.139295285 3838000.0917929476)
44 RALPH MOORE LANE,Residential,Single Family Dwelling,,1878.9693000000002,21159950201,POINT (5868496.080814626 3830732.820964948)
44 REBECCA STREET,Residential,Unclassified,,1038.377,21159950201,POINT (5855867.7257746905 3850519.114356683)
44 SHEPPARD LANE,Unclassified,Unclassified,,3527.1971000000003,21159950202,POINT (5833852.81443173 3875196.0039442163)
44 TRACE FORK,Residential,Single Family Dwelling,,2241.5632,21159950202,POINT (5828814.722868815 3842675.1577223344)
44 VENTERS BRANCH,Residential,Unclassified,,4252.417,21159950201,POINT (5841210.562988691 3834405.7691539093)
44 WEST MAUDE ROAD,Residential,Single Family Dwelling,,1450.433,21159950202,POINT (5851479.369884784 3856317.1604653345)
440 BIG BRANCH,Residential,Manufactured Home,,1615.263,21159950100,POINT (5879301.041240276 3833176.588482724)
4400 HODE ROAD,Residential,Unclassified,,2801.995,21159950100,POINT (5879670.311107972 3863753.0701908744)
4408 BUFFALO HORN ROAD,Unclassified,Unclassified,,923.0143,21159950202,POINT (5851993.995284215 3885646.1820299155)
4408 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,2076.783,21159950202,POINT (5844049.163941971 3872339.9197075116)
441 LITTLE BLACKLOG ROAD,Residential,Unclassified,,2307.515,21159950100,POINT (5856121.95141591 3853112.7642412297)
4410 TOMAHAWK ROAD,Residential,Single Family Dwelling,,4351.314,21159950202,POINT (5828798.250762759 3854834.612546843)
4412 POPLAR FORK,Residential,Manufactured Home,,4944.6907,21159950100,POINT (5868977.93556392 3861758.5263053193)
4416 BUFFALO HORN ROAD,Residential,Unclassified,,1714.159,21159950202,POINT (5851815.626853432 3885603.10220377)
4416 NORTH MILO ROAD,Residential,Single Family Dwelling,,8570.7629,21159950202,POINT (5840219.7640133565 3873733.3271451406)
4416 POPLAR FORK,Residential,Manufactured Home,,2241.562,21159950100,POINT (5868964.649590224 3861843.3837856823)
4416 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,988.943,21159950202,POINT (5844002.943088203 3872395.370646517)
442 CHURCH FORK,Residential,Single Family Dwelling,,1384.499,21159950202,POINT (5855612.720753153 3874055.134427622)
442 COLLINS CREEK,Residential,Multi - Family Dwelling,,3164.579,21159950100,POINT (5883545.864180539 3845819.7132634525)
442 EAST MAIN STREET,Residential,Single Family Dwelling,,1878.977,21159950201,POINT (5850067.318588297 3855628.589765149)
442 GAYLE CARTER ROAD,Agriculture,Agriculture,,3345.8986000000004,21159950202,POINT (5836749.3579015285 3873060.144126609)
442 MULLETT BRANCH,Residential,Single Family Dwelling,,2076.759,21159950201,POINT (5852644.565223665 3830933.256713202)
4420 POPLAR FORK,Residential,Manufactured Home,,2999.77,21159950100,POINT (5868967.143582042 3861919.4458537884)
4422 PIGEON ROOST ROAD,Residential,Single Family Dwelling,,2274.548,21159950300,POINT (5878225.922596624 3807204.235908508)
4425 ROCKCASTLE ROAD,Residential,Manufactured Home,,1878.9607999999998,21159950202,POINT (5843929.157162158 3872266.9943153393)
443 ELI ROAD,Residential,Manufactured Home,,4483.167,21159950201,POINT (5847998.87181565 3848834.0500694946)
443 PIGEON ROOST ROAD,Residential,Unclassified,,2538.265,21159950300,POINT (5876305.524032591 3823988.959037349)
4439 ROCKCASTLE ROAD,Residential,Manufactured Home,,3692.024,21159950202,POINT (5843502.357620539 3872647.730154521)
4441 TURKEY CREEK,Residential,Single Family Dwelling,,3164.583,21159950202,POINT (5860765.766204288 3869252.014105253)
4443 TOMAHAWK ROAD,Agriculture,Agriculture,,4450.2,21159950202,POINT (5828636.750905197 3854426.9830764653)
4448 BLACKLOG ROAD,Residential,Single Family Dwelling,,2966.809,21159950201,POINT (5864186.860454955 3842851.9211749383)
4448 NORTH MILO ROAD,Residential,Single Family Dwelling,,791.1539,21159950202,POINT (5840239.500740194 3873650.6875532162)
4453 HODE ROAD,Residential,Single Family Dwelling,,3428.3016,21159950100,POINT (5879502.327563047 3863641.555059689)
446 FITCH BRANCH,Residential,Single Family Dwelling,,2670.1352,21159950202,POINT (5841155.236491822 3866770.724184694)
4467 POPLAR FORK,Residential,Single Family Dwelling,,1813.042,21159950100,POINT (5869201.885531952 3862336.923460966)
4468 TOMAHAWK ROAD,Residential,Single Family Dwelling,,1054.864,21159950202,POINT (5828536.186899542 3854552.743962079)
4469 NORTH WOLF CREEK,Residential,Unclassified,,2109.735,21159950100,POINT (5884577.17723133 3838124.035387852)
447 BIG ELK ROAD,Residential,Single Family Dwelling,,1977.863,21159950100,POINT (5876210.533852248 3847977.7957415064)
4470 BLACKLOG ROAD,Residential,Single Family Dwelling,,2637.181,21159950201,POINT (5864332.452048555 3842765.165976538)
4474 BUFFALO HORN ROAD,Residential,Unclassified,,1878.972,21159950202,POINT (5851618.013021293 3885698.663556562)
448 LONG BRANCH,Residential,Unclassified,,2142.681,21159950300,POINT (5896845.503137753 3831208.9709264743)
448 NORTH WOLF CREEK,Residential,Single Family Dwelling,,1648.231,21159950300,POINT (5876056.120019529 3826067.9924434926)
4483 TURKEY CREEK,Residential,Single Family Dwelling,,2933.837,21159950202,POINT (5860718.590356913 3869398.8925775983)
449 JARRELL BRANCH,Residential,Single Family Dwelling,,3164.583,21159950100,POINT (5870301.481630989 3869712.285703214)
449 LITTLE PETER CAVE ROAD,Unclassified,Unclassified,,2785.489,21159950100,POINT (5879273.839408819 3837530.757292914)
449 SALTWELL ROAD,Residential,Single Family Dwelling,,3230.524,21159950202,POINT (5844296.420048475 3848061.671499583)
449 SETSER ROAD,Residential,Single Family Dwelling,,2620.652,21159950201,POINT (5861516.108924142 3836630.406446761)
45 BILL STEPP BRANCH,Residential,Manufactured Home,,988.9304,21159950201,POINT (5852135.191823604 3852817.710238109)
45 CREEKWOOD ESTATES,Residential,Unclassified,,3164.594,21159950201,POINT (5858539.605556121 3840793.563429098)
45 ELI LANE,Residential,Manufactured Home,,5636.921,21159950201,POINT (5828521.0264442675 3820252.101559745)
45 FIREHOUSE LANE,Residential,Single Family Dwelling,,2307.525,21159950100,POINT (5882712.380843873 3847655.428881085)
45 HOLDEN SPUR,Residential,Single Family Dwelling,,1878.966,21159950201,POINT (5839850.028283999 3828098.1784392507)
45 IRENE JOHNSON LANE,Residential,Single Family Dwelling,,1318.586,21159950202,POINT (5840691.576103377 3866362.5667448738)
45 JAY HALL DRIVE,Residential,Manufactured Home,,988.9391,21159950202,POINT (5826101.158313398 3841541.6789667066)
45 NICHOLS STREET,Residential,Single Family Dwelling,,2225.1,21159950202,POINT (5846205.419529023 3856480.2021714924)
45 ROOSTER ROAD,Residential,Unclassified,,4186.478,21159950202,POINT (5840192.924200107 3873297.06497273)
45 SOUTH MILO ROAD,Residential,Single Family Dwelling,,3032.7290000000003,21159950202,POINT (5835052.196885526 3861508.77182001)
